yyyymm,link
198111,https://download-0015-clone.copernicus-climate.eu/cache-compute-0015/cache/data5/adaptor.mars.internal-1694057022.9475114-30390-9-eddfd1d8-5780-486f-a41a-c1c105cc1297.nc
198112,https://download-0007-clone.copernicus-climate.eu/cache-compute-0007/cache/data9/adaptor.mars.internal-1694057055.9480128-24829-11-6bb86674-96a1-410e-b5bf-68e0f261d2ac.nc
198201,https://download-0001-clone.copernicus-climate.eu/cache-compute-0001/cache/data8/adaptor.mars.internal-1694057083.3693883-11965-12-a9938f54-bb3d-4b7b-bba1-8a0ac181f7a3.nc
198202,https://download-0020.copernicus-climate.eu/cache-compute-0020/cache/data9/adaptor.mars.internal-1694057112.22183-8232-10-5894911d-fa3a-4c89-bc2a-60010875b43b.nc
198203,https://download-0002-clone.copernicus-climate.eu/cache-compute-0002/cache/data7/adaptor.mars.internal-1694057134.604441-5902-6-df70af38-8e36-41e6-a767-7839d8a04a15.nc
198204,https://download-0010-clone.copernicus-climate.eu/cache-compute-0010/cache/data6/adaptor.mars.internal-1694057156.6609664-10511-1-9ea1e3e2-92e4-46b6-a758-355551cf6400.nc
198205,https://download-0003-clone.copernicus-climate.eu/cache-compute-0003/cache/data9/adaptor.mars.internal-1694057179.193124-23536-2-3bfef45e-f376-44b2-adf5-fffbdb60ba35.nc
198206,https://download-0019.copernicus-climate.eu/cache-compute-0019/cache/data5/adaptor.mars.internal-1694057212.3923717-25340-1-fd79b396-a84d-4ceb-a0fd-6e64d98de15d.nc
198207,https://download-0002-clone.copernicus-climate.eu/cache-compute-0002/cache/data1/adaptor.mars.internal-1694057247.612207-8297-1-bb16d881-7acc-438e-b337-8054a66256e6.nc
198208,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data9/adaptor.mars.internal-1694057280.6552932-8434-7-6012b327-db80-4093-ac47-07510fb15c72.nc
198209,https://download-0015-clone.copernicus-climate.eu/cache-compute-0015/cache/data8/adaptor.mars.internal-1694057313.8708866-25359-4-35756962-13f4-4253-b1d2-969ef0877123.nc
198210,https://download-0012-clone.copernicus-climate.eu/cache-compute-0012/cache/data1/adaptor.mars.internal-1694057347.843572-12516-6-b79a9a0c-bcb6-4b05-a1d6-0d69ebe9adfd.nc
198211,https://download-0016.copernicus-climate.eu/cache-compute-0016/cache/data6/adaptor.mars.internal-1694057381.017889-7802-13-dc97cea9-f7bf-4762-9669-4884003244e7.nc
198212,https://download-0012-clone.copernicus-climate.eu/cache-compute-0012/cache/data0/adaptor.mars.internal-1694057414.8358545-17250-1-0cc1255b-bf5f-472f-905e-4dce905be159.nc
198301,https://download-0014-clone.copernicus-climate.eu/cache-compute-0014/cache/data6/adaptor.mars.internal-1694057449.1827006-23669-15-8e82d077-8394-4c8b-b75e-16ca90669cd2.nc
198302,https://download-0021.copernicus-climate.eu/cache-compute-0021/cache/data1/adaptor.mars.internal-1694057482.7391195-25045-11-b633bb82-42c1-4483-82ee-a90e5f05aa86.nc
198303,https://download-0014-clone.copernicus-climate.eu/cache-compute-0014/cache/data0/adaptor.mars.internal-1694057504.5061696-23669-17-f285807a-54ba-4b88-86d9-1fc8b3ab8c74.nc
198304,https://download-0004-clone.copernicus-climate.eu/cache-compute-0004/cache/data1/adaptor.mars.internal-1694057591.9960568-15758-16-16d89598-b00d-4a44-a8ce-f2e96d9d97a9.nc
198305,https://download-0009-clone.copernicus-climate.eu/cache-compute-0009/cache/data0/adaptor.mars.internal-1694057654.1868987-12992-10-9d232cbb-bbd8-4e3e-ab51-d22d7afbf1d7.nc
198306,https://download-0004-clone.copernicus-climate.eu/cache-compute-0004/cache/data7/adaptor.mars.internal-1694057687.2056391-15004-14-dc3d150b-5e9f-4115-a259-cd8b92eb7958.nc
198307,https://download-0016.copernicus-climate.eu/cache-compute-0016/cache/data6/adaptor.mars.internal-1694057721.3496382-10324-13-9491e958-50c7-432d-9753-b6f6ccf9081a.nc
198308,https://download-0002-clone.copernicus-climate.eu/cache-compute-0002/cache/data5/adaptor.mars.internal-1694057754.431145-10252-7-3c2398dd-5c0d-4efa-833f-ea6d2c396dac.nc
198309,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data4/adaptor.mars.internal-1694057776.9507642-23822-4-be368c52-9162-4bfc-bb51-6e7119fb6de4.nc
198310,https://download-0000-clone.copernicus-climate.eu/cache-compute-0000/cache/data2/adaptor.mars.internal-1694057798.807585-21141-8-1ddf049a-7299-4d9b-ace6-5b312c769f26.nc
198311,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data2/adaptor.mars.internal-1694057820.9993155-31182-1-2bbda6e2-b262-4821-a733-2cbdd87bad79.nc
198312,https://download-0010-clone.copernicus-climate.eu/cache-compute-0010/cache/data1/adaptor.mars.internal-1694057854.5673254-7148-17-8c28b287-181e-4ad3-a32a-4ab3af504b7c.nc
198401,https://download-0011-clone.copernicus-climate.eu/cache-compute-0011/cache/data6/adaptor.mars.internal-1694057877.808036-26168-11-c981386e-a6aa-4012-bf72-87f8a1ffef60.nc
198402,https://download-0011-clone.copernicus-climate.eu/cache-compute-0011/cache/data7/adaptor.mars.internal-1694057910.8646786-6558-2-b4e7b5a7-710e-4935-a693-c995d144de10.nc
198403,https://download-0014-clone.copernicus-climate.eu/cache-compute-0014/cache/data2/adaptor.mars.internal-1694057933.8467414-32766-11-efbc84ed-7933-48f0-b055-d17b31a38c63.nc
198404,https://download-0013-clone.copernicus-climate.eu/cache-compute-0013/cache/data8/adaptor.mars.internal-1694057966.60588-13964-11-b972be7e-3931-4a0e-bdd2-f218ea870c99.nc
198405,https://download-0009-clone.copernicus-climate.eu/cache-compute-0009/cache/data8/adaptor.mars.internal-1694058000.814384-22684-8-206b0706-728b-433d-ac9f-10a1ce2dc233.nc
198406,https://download-0000-clone.copernicus-climate.eu/cache-compute-0000/cache/data5/adaptor.mars.internal-1694058033.5880978-20667-19-60978faf-af73-4e08-8c27-6251fcec3d64.nc
198407,https://download-0019.copernicus-climate.eu/cache-compute-0019/cache/data3/adaptor.mars.internal-1694058067.2863765-2115-4-63b1a913-5ae9-431b-97e6-bbf464d2c2c2.nc
198408,https://download-0018.copernicus-climate.eu/cache-compute-0018/cache/data5/adaptor.mars.internal-1694058100.8004823-25547-1-857cc249-2d72-45e4-9d78-60cd17012a7f.nc
198409,https://download-0005-clone.copernicus-climate.eu/cache-compute-0005/cache/data0/adaptor.mars.internal-1694058134.894274-29771-6-417ba6b3-9b6e-4d32-b7ca-d1ee3982e2c0.nc
198410,https://download-0000-clone.copernicus-climate.eu/cache-compute-0000/cache/data3/adaptor.mars.internal-1694058168.9507034-28163-10-ffe0bd8d-93d1-4d1f-bdd0-572d5245c22f.nc
198411,https://download-0008-clone.copernicus-climate.eu/cache-compute-0008/cache/data2/adaptor.mars.internal-1694058202.2835958-11556-18-f6276f89-b17c-437f-9714-5066b1bd52c8.nc
198412,https://download-0001-clone.copernicus-climate.eu/cache-compute-0001/cache/data7/adaptor.mars.internal-1694058236.2399955-17115-15-c4175081-5944-48fc-a84e-c698ac77558d.nc
198501,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data9/adaptor.mars.internal-1694058269.901505-32572-7-ede90620-e6ed-417d-b4d3-ff8ced2d1e6d.nc
198502,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data6/adaptor.mars.internal-1694058291.5492663-32181-13-92b1c237-5efe-41e6-b290-3b414e9cbefd.nc
198503,https://download-0016.copernicus-climate.eu/cache-compute-0016/cache/data4/adaptor.mars.internal-1694058314.5294888-20540-16-b1ef3fe4-0fc1-4fb6-8d9e-23f5b0913df1.nc
198504,https://download-0007-clone.copernicus-climate.eu/cache-compute-0007/cache/data8/adaptor.mars.internal-1694058348.2950222-3946-14-364e7894-faf8-465c-90e2-54f157bf6adc.nc
198505,https://download-0007-clone.copernicus-climate.eu/cache-compute-0007/cache/data7/adaptor.mars.internal-1694058382.393626-7553-1-ab92284e-bad3-418a-bb51-db34a7894f21.nc
198506,https://download-0006-clone.copernicus-climate.eu/cache-compute-0006/cache/data3/adaptor.mars.internal-1694058416.8681805-607-6-f49f15cc-4fee-46e5-93a1-65b4d15c09ea.nc
198507,https://download-0021.copernicus-climate.eu/cache-compute-0021/cache/data4/adaptor.mars.internal-1694058449.799589-6714-1-82e4449c-4a72-4e56-8eb6-718081119be0.nc
198508,https://download-0014-clone.copernicus-climate.eu/cache-compute-0014/cache/data0/adaptor.mars.internal-1694058483.3769863-3200-17-3dc11667-48eb-45d7-92cb-8596b9016e1d.nc
198509,https://download-0001-clone.copernicus-climate.eu/cache-compute-0001/cache/data1/adaptor.mars.internal-1694058517.0493412-18658-18-2169caee-6a95-4705-a76b-c354e26a5b38.nc
198510,https://download-0020.copernicus-climate.eu/cache-compute-0020/cache/data0/adaptor.mars.internal-1694058551.2109745-24691-8-533d8e08-b855-4bd3-9c4c-9d025ca80fae.nc
198511,https://download-0019.copernicus-climate.eu/cache-compute-0019/cache/data3/adaptor.mars.internal-1694058585.4093308-4936-4-96e6b730-352f-4ae9-b9cd-12f6e63f7ba2.nc
198512,https://download-0006-clone.copernicus-climate.eu/cache-compute-0006/cache/data7/adaptor.mars.internal-1694058618.9054682-2432-4-df870ddb-98b4-4a93-8473-1196e5590901.nc
198601,https://download-0015-clone.copernicus-climate.eu/cache-compute-0015/cache/data8/adaptor.mars.internal-1694058653.7760587-10373-1-95e992d8-dcf1-482b-87e1-a63741e95a66.nc
198602,https://download-0008-clone.copernicus-climate.eu/cache-compute-0008/cache/data9/adaptor.mars.internal-1694058686.953494-18190-5-d47c4391-586a-43e6-935d-d84aafd1f49c.nc
198603,https://download-0007-clone.copernicus-climate.eu/cache-compute-0007/cache/data4/adaptor.mars.internal-1694058709.9995859-8275-8-a68c69ad-7d4a-4143-8104-1886e9c533c1.nc
198604,https://download-0000-clone.copernicus-climate.eu/cache-compute-0000/cache/data8/adaptor.mars.internal-1694058744.245891-2959-1-1ed5afdc-0452-4b0b-87ff-e9ebeae7659e.nc
198605,https://download-0002-clone.copernicus-climate.eu/cache-compute-0002/cache/data1/adaptor.mars.internal-1694058778.340845-23203-1-bc82c93e-8060-483a-892c-e60d50e8f7dc.nc
198606,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data2/adaptor.mars.internal-1694058810.6203444-4207-10-d4e58205-6f7b-4ac6-9708-83f41de27496.nc
198607,https://download-0005-clone.copernicus-climate.eu/cache-compute-0005/cache/data0/adaptor.mars.internal-1694058845.4856215-1286-5-fa7937a5-cb74-486a-834a-ccedfbb10b7a.nc
198608,https://download-0011-clone.copernicus-climate.eu/cache-compute-0011/cache/data9/adaptor.mars.internal-1694058867.258303-10566-19-95222f91-35f3-4123-adc9-ad332dadc2e9.nc
198609,https://download-0001-clone.copernicus-climate.eu/cache-compute-0001/cache/data1/adaptor.mars.internal-1694058901.2952847-14565-16-d4e58536-bb9c-482b-a890-c0c70ecfc861.nc
198610,https://download-0009-clone.copernicus-climate.eu/cache-compute-0009/cache/data8/adaptor.mars.internal-1694058936.1103885-31534-7-2e7f6750-a10d-49f9-b028-c1dbafb194cb.nc
198611,https://download-0006-clone.copernicus-climate.eu/cache-compute-0006/cache/data4/adaptor.mars.internal-1694058968.6207263-607-13-1fed7d57-72f4-4f1d-8584-7949b82f8d4e.nc
198612,https://download-0013-clone.copernicus-climate.eu/cache-compute-0013/cache/data9/adaptor.mars.internal-1694058990.8422375-24644-14-4fa5a3b3-7ad9-49c2-be59-6e552149bb8f.nc
198701,https://download-0014-clone.copernicus-climate.eu/cache-compute-0014/cache/data9/adaptor.mars.internal-1694059025.1109703-9389-2-dc7a33ea-9be5-4048-9de2-c3a1f2a004e7.nc
198702,https://download-0003-clone.copernicus-climate.eu/cache-compute-0003/cache/data5/adaptor.mars.internal-1694059058.6236048-4889-19-100f3224-1a62-4834-ba85-c72cfab4ad65.nc
198703,https://download-0012-clone.copernicus-climate.eu/cache-compute-0012/cache/data9/adaptor.mars.internal-1694059081.656329-15626-16-8ba3cf2e-feb2-4597-82e2-0777b7dee895.nc
198704,https://download-0006-clone.copernicus-climate.eu/cache-compute-0006/cache/data2/adaptor.mars.internal-1694059114.4728138-3686-11-40eaa137-4cae-4bb4-bf77-2736db7646ea.nc
198705,https://download-0013-clone.copernicus-climate.eu/cache-compute-0013/cache/data9/adaptor.mars.internal-1694059147.9676275-24607-14-fe9fc4b3-16da-4d5e-a5b1-16f6f19c6e7a.nc
198706,https://download-0005-clone.copernicus-climate.eu/cache-compute-0005/cache/data0/adaptor.mars.internal-1694059171.0687172-3060-6-59d93410-1dff-400c-8e27-6672cff50531.nc
198707,https://download-0021.copernicus-climate.eu/cache-compute-0021/cache/data9/adaptor.mars.internal-1694059204.8646703-9630-8-bdd2d1ad-ec48-4235-b66c-c28479c1d482.nc
198708,https://download-0004-clone.copernicus-climate.eu/cache-compute-0004/cache/data0/adaptor.mars.internal-1694059233.1691098-14729-16-5b953731-b8f3-4d96-bec7-cf8ca4dd180a.nc
198709,https://download-0004-clone.copernicus-climate.eu/cache-compute-0004/cache/data9/adaptor.mars.internal-1694059266.1261635-10549-9-8607665f-f76b-4bd1-b08f-302b8fa748ca.nc
198710,https://download-0018.copernicus-climate.eu/cache-compute-0018/cache/data5/adaptor.mars.internal-1694059290.0248837-1432-1-5a64e727-d52a-4534-8693-90c93221bc22.nc
198711,https://download-0014-clone.copernicus-climate.eu/cache-compute-0014/cache/data9/adaptor.mars.internal-1694059323.3073287-12548-2-a3b57261-b697-4d12-a17b-211edfdebf7e.nc
198712,https://download-0014-clone.copernicus-climate.eu/cache-compute-0014/cache/data0/adaptor.mars.internal-1694059356.9772773-9795-17-0fa039eb-3c10-44c1-96ec-bd46f0b99454.nc
198801,https://download-0014-clone.copernicus-climate.eu/cache-compute-0014/cache/data6/adaptor.mars.internal-1694059390.484047-4245-18-5d04ce3a-57ae-4775-b444-fb105f5b7253.nc
198802,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data3/adaptor.mars.internal-1694059425.336544-6607-19-16807492-b773-4e9e-8187-0222fbf3d315.nc
198803,https://download-0008-clone.copernicus-climate.eu/cache-compute-0008/cache/data2/adaptor.mars.internal-1694059457.656716-21681-18-8e30fe17-9b3b-4101-8305-0b906329aa7e.nc
198804,https://download-0004-clone.copernicus-climate.eu/cache-compute-0004/cache/data4/adaptor.mars.internal-1694059491.7786996-4150-5-dcc8f428-fc9e-4563-8d37-eb9476ad9dc4.nc
