yyyymm,link
195211,https://download-0010-clone.copernicus-climate.eu/cache-compute-0010/cache/data7/adaptor.mars.internal-1694549393.6258223-6400-12-4d8fe48e-ddd6-4e70-b540-a575b3ffea53.nc
195212,https://download-0013-clone.copernicus-climate.eu/cache-compute-0013/cache/data3/adaptor.mars.internal-1694549427.5223305-32126-16-358cb8be-3d56-4e0b-8a52-132ed05bd556.nc
195301,https://download-0016.copernicus-climate.eu/cache-compute-0016/cache/data8/adaptor.mars.internal-1694549461.4513543-21593-8-3cab3fc6-0164-4744-89a6-d27f0dc05db2.nc
195302,https://download-0003-clone.copernicus-climate.eu/cache-compute-0003/cache/data9/adaptor.mars.internal-1694549495.5843709-6175-10-f22194a9-ceaf-4135-8e21-c16e11b1e471.nc
195303,https://download-0005-clone.copernicus-climate.eu/cache-compute-0005/cache/data5/adaptor.mars.internal-1694549528.3861632-18934-12-d8a67ce3-19ba-4c3d-b65f-784618cb4299.nc
195304,https://download-0009-clone.copernicus-climate.eu/cache-compute-0009/cache/data1/adaptor.mars.internal-1694549562.520606-25260-19-56a363fe-c4eb-4472-a0a8-298a06c528d9.nc
195305,https://download-0013-clone.copernicus-climate.eu/cache-compute-0013/cache/data9/adaptor.mars.internal-1694549595.5395749-2682-17-b5057bf7-1b38-406a-893e-951994a4af61.nc
195306,https://download-0008-clone.copernicus-climate.eu/cache-compute-0008/cache/data1/adaptor.mars.internal-1694549629.6449308-24145-8-3d98bc0f-656f-45f9-9bcf-3c49b64b744a.nc
195307,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data1/adaptor.mars.internal-1694549662.5043507-31225-12-926afe61-97de-4967-a850-94885e608ba6.nc
195308,https://download-0003-clone.copernicus-climate.eu/cache-compute-0003/cache/data0/adaptor.mars.internal-1694549696.591198-6205-12-3558941f-c7e8-4ae0-9572-cbadb297d0ea.nc
195309,https://download-0004-clone.copernicus-climate.eu/cache-compute-0004/cache/data2/adaptor.mars.internal-1694549731.2541492-14563-19-d95fb658-3fe0-453c-b954-fcb0c1dff951.nc
195310,https://download-0005-clone.copernicus-climate.eu/cache-compute-0005/cache/data6/adaptor.mars.internal-1694549764.311591-20999-6-1da61649-cd7e-42b2-b08a-c0c65005eda4.nc
195311,https://download-0019.copernicus-climate.eu/cache-compute-0019/cache/data9/adaptor.mars.internal-1694549798.0357537-13685-17-73ea8f35-d897-4c7f-8f59-52a4d23d57ee.nc
195312,https://download-0020.copernicus-climate.eu/cache-compute-0020/cache/data6/adaptor.mars.internal-1694549831.1246688-22908-19-21a7c7c7-83aa-4449-8462-b52047069a92.nc
195401,https://download-0012-clone.copernicus-climate.eu/cache-compute-0012/cache/data3/adaptor.mars.internal-1694549864.8373988-32605-11-eb891f65-3101-4f84-a29a-f4d921125ac4.nc
195402,https://download-0020.copernicus-climate.eu/cache-compute-0020/cache/data1/adaptor.mars.internal-1694549886.6911821-25456-8-6b95f204-ca82-46b5-817e-c5f58491f753.nc
195403,https://download-0008-clone.copernicus-climate.eu/cache-compute-0008/cache/data3/adaptor.mars.internal-1694549909.9453046-18411-17-64763f2b-05bf-46ff-aa05-4834ca61b0b3.nc
195404,https://download-0006-clone.copernicus-climate.eu/cache-compute-0006/cache/data3/adaptor.mars.internal-1694549943.4948664-17202-5-5c09425b-ac8f-434b-93fb-1f405ea8a662.nc
195405,https://download-0007-clone.copernicus-climate.eu/cache-compute-0007/cache/data8/adaptor.mars.internal-1694549978.02276-13228-11-4498c43e-8ae9-4042-802e-88f37a16e696.nc
195406,https://download-0011-clone.copernicus-climate.eu/cache-compute-0011/cache/data0/adaptor.mars.internal-1694550010.8164766-31655-13-c3f08778-0b91-4ab6-8123-f017d89ce0f7.nc
195407,https://download-0015-clone.copernicus-climate.eu/cache-compute-0015/cache/data2/adaptor.mars.internal-1694550032.756474-9817-16-1f8fa853-f817-4976-91a0-03d652d05a5c.nc
195408,https://download-0020.copernicus-climate.eu/cache-compute-0020/cache/data7/adaptor.mars.internal-1694550066.4367166-18057-20-bd9af2f8-010c-4653-8a7e-5c07d401c322.nc
195409,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data1/adaptor.mars.internal-1694550088.5747-4962-8-87741f18-faca-4fca-998d-7f7c1bb5fd88.nc
195410,https://download-0002-clone.copernicus-climate.eu/cache-compute-0002/cache/data8/adaptor.mars.internal-1694550122.140963-22796-3-aaa82188-fbf9-4c83-bb31-68f255ad9f61.nc
